tweets,Tweets
,"🥱Tesla will sell 20 million EVs annually by 2030.

- ""Toyota plans global sales of 3.5 million electric vehicles by 2030..."" https://t.co/xLryVqFoSJ via @WSJ $tsla $goog $aapl $amzn $rivn $nio $lcid $xpev $li $f $gm @elonmusk"
,"Stock futures slip lower ahead of key inflation data, Fed meeting!

#Gold -0.1% #crypto #Bitcoin +2.1% #Ethereum +2.4% #Litecoin +3.6%

Strength: $PFE $BYND $TMX $AAPL $IBM $NEOG $AA $U $COIN $FCX $X 

Weakness: $TSLA $F $TM $GME $AMC $WB $PTON $RIVN $DELL $RL $ZS $AKAM $MRNA https://t.co/VmIqyQnwz3"
,$RIVN RIVN and $LCID are pretty much running with $TSLA. Look for some wild swings as always. Great for trading! Only trade in small batches and only what you can afford:) 📈
,#Hedge_Fund_Investor_Letters #News #Daily_Newsletter #NASDAQ_RIVN Is Rivian Automotive (RIVN) A Smart Investment Choice? https://t.co/gtTpxuLj2c https://t.co/HhkKr6EmNW https://t.co/XYcDdV6RXF
,"The day begins...

US equity futures are a little weak.
Strength: $BYND $AA $U $AAPL $IBM $COIN $FCX $X 
Weakness: $RL $ZS $AMC $GME $AKAM $PTON $RIVN $MRNA
Have a good Tuesday. 🌥️ @petenajarian https://t.co/htdayNDkvA"
,$RIVN Hope you like it @Joeder_Joe_LPP https://t.co/E6qBbxskWw
,"Rivian R1T Wins MotorTrend 2022 Truck Of The Year Award! It's history in the making, and the proliferation of EVs is just beginning to charge forward! $RIVN $TSLA #EVs #Rivian 
https://t.co/Kn3Bk7abvk"
,"@TSLAFanMtl @DCDOWORK Yes, that is why $LCID And $RIVN are more valuable than nio. Come on people. The only problem with nio is that it is a Chinese company."
,"Seems $EVGO is such a good buy this morning (IMO only) with a PT of $20 AND the #Whitehouse just announced 500,000 #EV charging stations! #EVNews #StocksToBuy #EVStocks #JUSTANNOUNCED #TSLA #AAPL #EVGO #GreenEnergy #Tesla #Rivian $RIVN $LCID $NIO https://t.co/EtM4rJTx0C"
,"$RIVN This isn't a company that I can see owning, but the chart is interesting. I like to own things that won't have me seeing my head spinning like Linda Blair in The Exorcist. https://t.co/MaiRAEzpbL"
,"$RIVN looking good!
https://t.co/e6y96FK8Kt https://t.co/PW3XIbRJTh"
,"Price x volume leaders Monday - $AAPL $TSLA $NVDA $FB $AMZN $MSFT $AMD $LCID $QCOM $MRNA $PFE $F $KSU $GOOG $GOOGL $AMC $BA $PYPL $BABA $RIVN $SNOW $ADBE $SQ $SHOP $COST $RBLX $ARNA $CP $KO $ORCL $V $WMT $GM $BAC $DIS $T $AVGO $BLU $ABNB $JNJ $JPM $ROKU 
https://t.co/LMmvwJYYqI"
,"Most popular ticker searches on @cnbc dot com from Monday, 12/13/21:

1) 10Y US Treasury yield
2) Apple $AAPL
3) Tesla $TSLA
4) Nvidia $NVDA
5) GameStop $GME
6) $AMC Entertainment
7) Rivian $RIVN
8) Dow Jones Industrial Avg
9) S&amp;P 500
10) Arena Pharmaceuticals $ARNA"
,Wall Street - U.S.A. Markets Better Valuation For $JPM $BRK.A $BRK.B $GS $MS $BK $COF $BLK $SCHW $PDO $TWTR $T $SQ $MSFT $TSLA $IBM $FB $AAPL $AMZN $NFLX $GOOGL $GME $AMC $XOM $CVX $COP $BP $RDS.A $RDS.B $UNP $UPS $FDX $F $RIVN $LCID $GM $NCLH $RCL $CCL @SquawkCNBC @SquawkStreet
,"Rivian R1T Electric Pickup Truck Named MotorTrend Truck of the Year. 
Time to buy Rivian stocks !! #RIVN  https://t.co/Z44ziHTlig"
,"Wake me up when the $RIVN CEO starts accepting ETH, SOL, and ADA"
,"@jojjejackonelli @boop_matthew Am I sure about wanting to short a $3 stock?  Not really...
I mean, $BJDX is a Total Zero For Sure but there's so many more Juicy Shorts out there: $BTC, $TSLA, $DASH, $ARKK, $TDOC, $RBLX, $AMC, $GME, $UBER, $RIVN, $LCID, $DKS, $DWAC
Take your pick. Whole market is WAY Overvalued"
,$RIVN $LCID The only 2 stocks in my portfolio that held on to green yesterday.  I don't know if that's good or bad. 🥇
,"$RIVN I've made $52k in a week. Lot of thanks to this chat,, https://t.co/6YesXVngTW"
,"Judge sets new deadlines in Tesla-Rivian trade secret fight, Bloomberg says
$TSLA $RIVN"
,"@OptionsMike Good morning!  Finally $F!  They have managed to hide behind the veil of electric vehicle hype and $RIVN, but hard to hide no-cars-on-the-lot much longer.  We'll see! https://t.co/46OPOg7vCP"
,NIO Stock Outlook 2022 From Investor that Upgraded to Strong-Buy $2 Calling a Crash from $63 $NIO $RIVN $LCID $XPEV $TSLA $QQQ #china #technology #news  https://t.co/IXcizqPhnV
,"#Stocks to watch before the 🔔 

🔻 #Memestocks $GME and $AMC under pressure 

📉 $HOOD closes at all-time lows

🍎 Can $AAPL hit $3 trillion? 

🚗 Daiwa ups $TSLA PT to $1,050 

🚙 $LCID to join Nasdaq 100 

🚚 $RIVN #earnings on Thursday

Read more 👇 
https://t.co/IWz66cYPdy"
,"$RIVN
Rivian Just Won MotorTrend's Truck of the Year. Where Will Rivian Stock Go Next?
https://t.co/xnT6axrrFy"
,"#InsideMonth - $DD $BLMN $EEM $RIVN $PLBY $TSM #Strat #InsideBars
💛 &amp; 🔁 for #TechnicalAnalysisCharts 👉🏽 engage &amp; follow

👇 Chart analysis? Reply with a ticker from list above."
,@qcapital2020 Yup that’s how it works. Cha-Ching of course. Brokerage buy ratings (that’s all they do) pretty worthless. $rivn
,These new Kia and Hyundai EVs are both rated for more than 300 miles of range $HYMTF $TSLA $LCID $RIVN $TM https://t.co/k9jlfVIgtS
,"Wall Street Urges Selling Lucid, AMC, and GameStop Raising Fraud Concerns. Legendary Calls $QQQ $AMC $GME $LCID $RIVN $TSLA $AAPL $NVDA $AMZN $SPCE $ARKK #news #finance https://t.co/iOEQbptC74"
,$RIVN I hate being right all the time! https://t.co/8zfUFmVn6r
,"HYUNDAI MOTOR REG S ( $HYMTF), Ford Motor Company (NYSE: $F) – Hyundai Ioniq 5 Electric Crossover To Be Available In US Starting At $33,200 $TSLA $RIVN  $NIO https://t.co/YDYxMDgNG8"
,"BYD COMPANY LTD ADR ( $BYDDY), ( $LI) – Warren Buffett-Backed BYD To Ramp Up EV Foray, Aims To Sell 600,000 Battery-Operated Units In 2022 $TSLA $LCID $RIVN https://t.co/Rj7Q9M9Hic"
,"~When I was novice I made a lot of mistakes then I came to know about this Community...,   https://t.co/RaaSgrpSu9 

$itub $wfc $gcp $arkk $rivn $dnn $ual $sklz $sldb https://t.co/PTuZXlHY3P"
,@AMCAPE913 @cafecitopapi @DisruptingAlex Yeah why buy an up and coming global EV titan Volvo child company with $20B in sales (more than LCID and RIVN) when you can buy a failing movie theatre chain that charges people $50 for movies they can see at home for free? Also I think LCID stock did pretty fucking well
,"~When I was novice I made a lot of mistakes then I came to know about this C0mmunity…,, https://t.co/cs1vn9JapL

$wfc $fcx $isig $sklz $rivn $mrvl $tlry $tna $et https://t.co/JYLsQLAsxF"
,"Lucid and Rivian Are Soaring Again. Which EV Stock Is The Better Buy? $lcid $rivn $qqq
https://t.co/1Dou2N1140"
,"NIO Inc. (NYSE: $NIO), Tesla Motors, Inc. (NASDAQ: $TSLA) – Nio Teases New Model Ahead Of Key Annual Event $LCID $RIVN  $LI  https://t.co/677icV6ZCj"
,Why Lucid Shares Are Rising Today $TSLA $LCID $RIVN $NIO $LI https://t.co/WKggRyz7oO
,"3 Stocks To Play The ‘Massive EV Market Opportunity’ Heading Into 2022 – General Motors Company ( $GM), Tesla Motors ( $TSLA) $RIVN https://t.co/38CbpV5Yg3"
,"$TSLA, $LCID, $RIVN: $NIO $LI How I’m Looking to trade the EV sector! https://t.co/dTyMtwjOUb"
,"What Happened to the Stock Market Today? $QQQ, $SPY, $LCID, $WMT, $PFE, $BABA, $RIVN, $FB, $TSLA https://t.co/ImVXwP0tbV"
,$TM Toyota has extended its production line stoppages in Japan due to ongoing shortages $TSLA $LCID $RIVN $NIO https://t.co/mXm9uCwD9t
,"GSW
Cleveland 
Clippers
Raptors

✅👍🏽"
,"Watching $RIVN levels if market supports
Calls &gt; 123.6 https://t.co/s5WFsrruTz"
,"BYD COMPANY LTD ADR ( $BYDDY), ( $LI) – Warren Buffett-Backed BYD To Ramp Up EV Foray, Aims To Sell 600,000 Battery-Operated Units In 2022  $TSLA $LCID $RIVN https://t.co/Rj7Q9M9Hic"
,"Over the last 24 hours, the 10 most mentioned #stocks on #wallstreetbets have been:

1) $AAPL
2) $GME #GameStop 
3) $NVDA 
4) $TSLA #Tesla 
5) $AMC
6) $FB #Metaverse 
7) $LCID
8) $AMD
9) $PTON
10) $RIVN"
,"🚨 TRADE IDEAS FOR TOMORROW PART 1 🚨 :

$NET - CALLS ABOVE $148 &amp; PUTS BELOW $143

$CAR - CALLS ABOVE $234 &amp; PUTS BELOW $227

$RIVN - CALLS ABOVE $120 &amp; PUTS BELOW $116

$HUBS - CALLS ABOVE $500 &amp; PUTS BELOW $492

$TSLA... https://t.co/xuNhdHULzw"
,😴 Amateurs = Too EZ 👉 $SPY needs better traders too. The pattern  attempt at close to pump vwap on SELL signals was hilarious 🤣 The were like wtf and dumped. Market looking embarrassing #StockTrading #DayTrading #Daytrader #tradingstocks $AMC $RIVN $CHPT $LCID $TSLA $MARA 🤳🏻 https://t.co/KclN4e1ZWs
,@paperhanding_GC send it to hell with LCID and RIVN lol
,"EVs are the future indeed. $GOEV $EVGO $LCID $SOLO $RMO $XOS $RIVN $FSR $TSLA $SPY $DJI
https://t.co/GUARN9oxdy https://t.co/zeJt6dkF1O"
,@Sukhi60937469 @StimulusPKG822 Check out Rivian $RIVN. $118. Look at their revenue. It’s called start up. 0 revenue now. Billions later. There are hundreds of these examples.
,"$BLL $KDP $RIVN for tomorrow

Maybe short $QQQ we get a 0.60% rally in the morning"
,$RIVN a lot of chop intraday but some nice moves and range when they did happen. WL coming out next. https://t.co/tSJVlJzk7a
,"Today I traded $RIVN $AMD &amp; $AAPL 

Stopping out at breakeven once a trade had moved in my direction helped a lot today.
+3R on the day.

#daytrading #BBTFamily https://t.co/dsTdOnhPlH"
,$RIVN on high watch this week
,@RealSimpleAriel @elonmusk Do you like the RIVN chart?
,"~When I was novice I made a lot of mistakes then I came to know about this Community...,    https://t.co/RRKEPX8jxK   

$riot $beke $zom $mrna $xpev $rivn $plug $tna $dna https://t.co/iVzQd2tk5N"
